epsilon,cos_phi_r,delta,E_E0,Es_E0,Es_E,Es0_E0
0.05454545454545455,0.9722222222222222,0.08333333333333333,0.9676111163094038,0.8830092678973701,0.9014697640615453,0.9137857142857142
0.05454545454545455,0.9722222222222222,0.09444444444444444,0.9674994690025976,0.8829032121963811,0.9014641733301417,0.9137857142857142
0.05454545454545455,0.9722222222222222,0.10555555555555556,0.9673878216957914,0.882797156495392,0.9014585813082732,0.9137857142857142
0.05454545454545455,0.9722222222222222,0.11666666666666665,0.9672761743889852,0.8826911007944032,0.9014529879954926,0.9137857142857142
0.05454545454545455,0.9722222222222222,0.12777777777777777,0.9671645270821789,0.8825850450934142,0.9014473933913532,0.9137857142857142
0.05454545454545455,0.9722222222222222,0.1388888888888889,0.9670528797753729,0.8824789893924251,0.901441797495407,0.9137857142857142
0.05454545454545455,0.9722222222222222,0.15,0.9669412324685666,0.8823729336914362,0.9014362003072075,0.9137857142857142
0.05454545454545455,1.0,0.05,0.9679600141431731,0.8833049776772463,0.9015015754030676,0.91375
0.05454545454545455,1.0,0.061111111111111116,0.9678514681504449,0.8832018679679514,0.9014961455142682,0.91375
0.05454545454545455,1.0,0.07222222222222222,0.9677429221577166,0.8830987582586565,0.9014907144073914,0.91375
0.05454545454545455,1.0,0.08333333333333333,0.9676343761649884,0.8829956485493616,0.9014852820820279,0.91375
0.05454545454545455,1.0,0.09444444444444444,0.9675258301722602,0.8828925388400669,0.9014798485377674,0.91375
0.05454545454545455,1.0,0.10555555555555556,0.9674172841795319,0.882789429130772,0.9014744137741998,0.91375
0.05454545454545455,1.0,0.11666666666666665,0.9673087381868037,0.8826863194214771,0.9014689777909143,0.91375
0.05454545454545455,1.0,0.12777777777777777,0.9672001921940754,0.8825832097121823,0.9014635405875007,0.91375
0.05454545454545455,1.0,0.1388888888888889,0.9670916462013472,0.8824801000028875,0.9014581021635475,0.91375
0.05454545454545455,1.0,0.15,0.9669831002086189,0.8823769902935926,0.9014526625186444,0.91375
0.0590909090909091,0.75,0.05,0.9652243376602958,0.8811229717913489,0.9012348437393375,0.9141666666666667
0.0590909090909091,0.75,0.061111111111111116,0.965068999506128,0.8809754135214255,0.9012270079132679,0.9141666666666667
0.0590909090909091,0.75,0.07222222222222222,0.9649136613519603,0.8808278552515019,0.9012191695642724,0.9141666666666667
0.0590909090909091,0.75,0.08333333333333333,0.9647583231977924,0.8806802969815785,0.9012113286911326,0.9141666666666667
0.0590909090909091,0.75,0.09444444444444444,0.9646029850436245,0.880532738711655,0.9012034852926292,0.9141666666666667
0.0590909090909091,0.75,0.10555555555555556,0.9644476468894566,0.8803851804417314,0.9011956393675414,0.9141666666666667
0.0590909090909091,0.75,0.11666666666666665,0.9642923087352889,0.880237622171808,0.9011877909146485,0.9141666666666667
0.0590909090909091,0.75,0.12777777777777777,0.9641369705811211,0.8800900639018844,0.9011799399327286,0.9141666666666667
0.0590909090909091,0.75,0.1388888888888889,0.9639816324269533,0.8799425056319607,0.9011720864205592,0.9141666666666667
0.0590909090909091,0.75,0.15,0.9638262942727854,0.8797949473620377,0.9011642303769173,0.9141666666666667
0.0590909090909091,0.7777777777777778,0.05,0.9652493027207871,0.881087162703777,0.9012504917469636,0.9141071428571428
0.0590909090909091,0.7777777777777778,0.061111111111111116,0.9650995123578395,0.8809448743720651,0.9012429384393998,0.9141071428571428
0.0590909090909091,0.7777777777777778,0.07222222222222222,0.9649497219948919,0.8808025860403532,0.9012353827868173,0.9141071428571428
0.0590909090909091,0.7777777777777778,0.08333333333333333,0.9647999316319444,0.8806602977086412,0.9012278247881234,0.9141071428571428
0.0590909090909091,0.7777777777777778,0.09444444444444444,0.9646501412689968,0.8805180093769291,0.9012202644422254,0.9141071428571428
0.0590909090909091,0.7777777777777778,0.10555555555555556,0.9645003509060494,0.8803757210452171,0.9012127017480297,0.9141071428571428
0.0590909090909091,0.7777777777777778,0.11666666666666665,0.9643505605431018,0.8802334327135053,0.9012051367044421,0.9141071428571428
0.0590909090909091,0.7777777777777778,0.12777777777777777,0.9642007701801544,0.8800911443817935,0.9011975693103678,0.9141071428571428
0.0590909090909091,0.7777777777777778,0.1388888888888889,0.9640509798172068,0.8799488560500814,0.9011899995647108,0.9141071428571428
0.0590909090909091,0.7777777777777778,0.15,0.9639011894542593,0.8798065677183694,0.901182427466375,0.9141071428571428
0.0590909090909091,0.8055555555555556,0.05,0.9652725460529685,0.8810538232084518,0.901266052169021,0.914051724137931
0.0590909090909091,0.8055555555555556,0.061111111111111116,0.9651279208749503,0.8809164413709367,0.9012587618667449,0.914051724137931
0.0590909090909091,0.8055555555555556,0.07222222222222222,0.9649832956969319,0.8807790595334218,0.9012514693792266,0.914051724137931
0.0590909090909091,0.8055555555555556,0.08333333333333333,0.9648386705189138,0.8806416776959067,0.9012441747054826,0.914051724137931
0.0590909090909091,0.8055555555555556,0.09444444444444444,0.9646940453408953,0.880504295858392,0.9012368778445305,0.914051724137931
0.0590909090909091,0.8055555555555556,0.10555555555555556,0.9645494201628771,0.8803669140208769,0.9012295787953859,0.914051724137931
0.0590909090909091,0.8055555555555556,0.11666666666666665,0.9644047949848588,0.8802295321833618,0.9012222775570646,0.914051724137931
0.0590909090909091,0.8055555555555556,0.12777777777777777,0.9642601698068405,0.8800921503458469,0.9012149741285816,0.914051724137931
0.0590909090909091,0.8055555555555556,0.1388888888888889,0.9641155446288221,0.8799547685083318,0.9012076685089512,0.914051724137931
0.0590909090909091,0.8055555555555556,0.15,0.9639709194508038,0.8798173866708169,0.9012003606971871,0.914051724137931
0.0590909090909091,0.8333333333333334,0.05,0.9652942398296712,0.8810227063461479,0.9012815337697744,0.9139999999999999
0.0590909090909091,0.8333333333333334,0.061111111111111116,0.9651544354909202,0.8808899039032169,0.9012744889137143,0.9139999999999999
0.0590909090909091,0.8333333333333334,0.07222222222222222,0.9650146311521692,0.8807571014602857,0.9012674420164383,0.9139999999999999
0.0590909090909091,0.8333333333333334,0.08333333333333333,0.9648748268134182,0.8806242990173545,0.9012603930770595,0.9139999999999999
0.0590909090909091,0.8333333333333334,0.09444444444444444,0.9647350224746671,0.8804914965744233,0.9012533420946902,0.9139999999999999
0.0590909090909091,0.8333333333333334,0.10555555555555556,0.9645952181359161,0.8803586941314923,0.9012462890684422,0.9139999999999999
0.0590909090909091,0.8333333333333334,0.11666666666666665,0.964455413797165,0.880225891688561,0.901239233997426,0.9139999999999999
0.0590909090909091,0.8333333333333334,0.12777777777777777,0.964315609458414,0.8800930892456298,0.9012321768807529,0.9139999999999999
