epsilon,cos_phi_r,delta,E_E0,Es_E0,Es_E,Es0_E0
0.05454545454545455,0.75,0.12777777777777777,0.9173764871669361,0.8357320345764535,0.8987617182734171,0.9141666666666667
0.05454545454545455,0.75,0.1388888888888889,0.9170198154535588,0.8353935100234544,0.8987421312691649,0.9141666666666667
0.05454545454545455,0.75,0.15,0.9166631437401818,0.8350549854704552,0.8987225290223877,0.9141666666666667
0.05454545454545455,0.7777777777777778,0.05,0.9199305114002265,0.8380965883696555,0.898916629194867,0.9141071428571428
0.05454545454545455,0.7777777777777778,0.061111111111111116,0.9195865779623269,0.8377701539792635,0.8988978523834804,0.9141071428571428
0.05454545454545455,0.7777777777777778,0.07222222222222222,0.9192426445244275,0.8374437195888714,0.8988790615214548,0.9141071428571428
0.05454545454545455,0.7777777777777778,0.08333333333333333,0.9188987110865279,0.8371172851984794,0.8988602565930133,0.9141071428571428
0.05454545454545455,0.7777777777777778,0.09444444444444444,0.9185547776486286,0.8367908508080875,0.8988414375823548,0.9141071428571428
0.05454545454545455,0.7777777777777778,0.10555555555555556,0.9182108442107291,0.8364644164176954,0.8988226044736557,0.9141071428571428
0.05454545454545455,0.7777777777777778,0.11666666666666665,0.9178669107728296,0.8361379820273034,0.8988037572510673,0.9141071428571428
0.05454545454545455,0.7777777777777778,0.12777777777777777,0.9175229773349303,0.8358115476369113,0.8987848958987184,0.9141071428571428
0.05454545454545455,0.7777777777777778,0.1388888888888889,0.9171790438970309,0.8354851132465193,0.8987660204007132,0.9141071428571428
0.05454545454545455,0.7777777777777778,0.15,0.9168351104591312,0.8351586788561273,0.8987471307411323,0.9141071428571428
0.05454545454545455,0.8055555555555556,0.05,0.9199838803819694,0.8380918232627462,0.8989346384626079,0.914051724137931
0.05454545454545455,0.8055555555555556,0.061111111111111116,0.9196518067177908,0.8377766452306435,0.8989165169162471,0.914051724137931
0.05454545454545455,0.8055555555555556,0.07222222222222222,0.9193197330536119,0.8374614671985408,0.8988983822782749,0.914051724137931
0.05454545454545455,0.8055555555555556,0.08333333333333333,0.918987659389433,0.8371462891664381,0.8988802345345,0.914051724137931
0.05454545454545455,0.8055555555555556,0.09444444444444444,0.9186555857252542,0.8368311111343355,0.8988620736707094,0.914051724137931
0.05454545454545455,0.8055555555555556,0.10555555555555556,0.9183235120610755,0.8365159331022328,0.8988438996726702,0.914051724137931
0.05454545454545455,0.8055555555555556,0.11666666666666665,0.9179914383968969,0.8362007550701301,0.898825712526129,0.914051724137931
0.05454545454545455,0.8055555555555556,0.12777777777777777,0.9176593647327179,0.8358855770380277,0.898807512216812,0.914051724137931
0.05454545454545455,0.8055555555555556,0.1388888888888889,0.9173272910685393,0.8355703990059249,0.8987892987304236,0.914051724137931
0.05454545454545455,0.8055555555555556,0.15,0.9169952174043606,0.8352552209738224,0.898771072052649,0.914051724137931
0.05454545454545455,0.8333333333333334,0.05,0.9200336914315962,0.8380873758296306,0.8989524516318094,0.9139999999999999
0.05454545454545455,0.8333333333333334,0.061111111111111116,0.9197126868895567,0.8377827037319314,0.8989349415138375,0.9139999999999999
0.05454545454545455,0.8333333333333334,0.07222222222222222,0.9193916823475173,0.8374780316342321,0.8989174191685902,0.9139999999999999
0.05454545454545455,0.8333333333333334,0.08333333333333333,0.9190706778054778,0.8371733595365328,0.8988998845832566,0.9139999999999999
0.05454545454545455,0.8333333333333334,0.09444444444444444,0.9187496732634383,0.8368686874388335,0.8988823377450064,0.9139999999999999
0.05454545454545455,0.8333333333333334,0.10555555555555556,0.9184286687213987,0.8365640153411343,0.8988647786409918,0.9139999999999999
0.05454545454545455,0.8333333333333334,0.11666666666666665,0.9181076641793594,0.8362593432434351,0.8988472072583471,0.9139999999999999
0.05454545454545455,0.8333333333333334,0.12777777777777777,0.9177866596373198,0.835954671145736,0.8988296235841894,0.9139999999999999
0.05454545454545455,0.8333333333333334,0.1388888888888889,0.9174656550952803,0.8356499990480367,0.8988120276056156,0.9139999999999999
0.05454545454545455,0.8333333333333334,0.15,0.917144650553241,0.8353453269503376,0.8987944193097067,0.9139999999999999
0.05454545454545455,0.8611111111111112,0.05,0.9200802888651181,0.8380832153276834,0.8989700877085827,0.9139516129032258
0.05454545454545455,0.8611111111111112,0.061111111111111116,0.9197696393083057,0.837788371362168,0.8989531494389166,0.9139516129032258
0.05454545454545455,0.8611111111111112,0.07222222222222222,0.9194589897514933,0.8374935273966527,0.8989361997236812,0.9139516129032258
0.05454545454545455,0.8611111111111112,0.08333333333333333,0.9191483401946808,0.8371986834311375,0.8989192385512712,0.9139516129032258
0.05454545454545455,0.8611111111111112,0.09444444444444444,0.9188376906378686,0.836903839465622,0.8989022659100655,0.9139516129032258
0.05454545454545455,0.8611111111111112,0.10555555555555556,0.9185270410810561,0.8366089955001065,0.8988852817884282,0.9139516129032258
0.05454545454545455,0.8611111111111112,0.11666666666666665,0.9182163915242437,0.8363141515345911,0.8988682861747073,0.9139516129032258
0.05454545454545455,0.8611111111111112,0.12777777777777777,0.9179057419674314,0.8360193075690758,0.8988512790572346,0.9139516129032258
0.05454545454545455,0.8611111111111112,0.1388888888888889,0.917595092410619,0.8357244636035603,0.8988342604243265,0.9139516129032258
0.05454545454545455,0.8611111111111112,0.15,0.9172844428538065,0.835429619638045,0.8988172302642834,0.9139516129032258
0.05454545454545455,0.8888888888888888,0.05,0.9201239739590449,0.8380793148571083,0.8989875633197781,0.9139062499999999
0.05454545454545455,0.8888888888888888,0.061111111111111116,0.9198230322008827,0.8377936847655153,0.898971161041086,0.9139062499999999
0.05454545454545455,0.8888888888888888,0.07222222222222222,0.9195220904427207,0.8375080546739222,0.8989547480260978,0.9139062499999999
0.05454545454545455,0.8888888888888888,0.08333333333333333,0.9192211486845588,0.8372224245823292,0.898938324264269,0.9139062499999999
0.05454545454545455,0.8888888888888888,0.09444444444444444,0.9189202069263968,0.8369367944907362,0.898921889745041,0.9139062499999999
0.05454545454545455,0.8888888888888888,0.10555555555555556,0.9186192651682348,0.8366511643991432,0.8989054444578414,0.9139062499999999
0.05454545454545455,0.8888888888888888,0.11666666666666665,0.9183183234100728,0.8363655343075501,0.8988889883920835,0.9139062499999999
0.05454545454545455,0.8888888888888888,0.12777777777777777,0.9180173816519106,0.8360799042159571,0.898872521537168,0.9139062499999999
0.05454545454545455,0.8888888888888888,0.1388888888888889,0.9177164398937487,0.8357942741243641,0.8988560438824799,0.9139062499999999
0.05454545454545455,0.8888888888888888,0.15,0.9174154981355866,0.8355086440327711,0.8988395554173917,0.9139062499999999
0.05454545454545455,0.9166666666666666,0.05,0.9201650114715214,0.8380756507786892,0.8990048930739946,0.9138636363636363
0.05454545454545455,0.9166666666666666,0.061111111111111116,0.9198731891605765,0.8377986761444172,0.8989889941990229,0.9138636363636363
0.05454545454545455,0.9166666666666666,0.07222222222222222,0.9195813668496315,0.8375217015101452,0.8989730852332716,0.9138636363636363
0.05454545454545455,0.9166666666666666,0.08333333333333333,0.9192895445386865,0.8372447268758731,0.898957166167131,0.9138636363636363
0.05454545454545455,0.9166666666666666,0.09444444444444444,0.9189977222277416,0.8369677522416011,0.8989412369909789,0.9138636363636363
0.05454545454545455,0.9166666666666666,0.10555555555555556,0.9187058999167965,0.8366907776073291,0.8989252976951815,0.9138636363636363
0.05454545454545455,0.9166666666666666,0.11666666666666665,0.9184140776058516,0.836413802973057,0.8989093482700923,0.9138636363636363
0.05454545454545455,0.9166666666666666,0.12777777777777777,0.9181222552949065,0.836136828338785,0.8988933887060525,0.9138636363636363
0.05454545454545455,0.9166666666666666,0.1388888888888889,0.9178304329839616,0.835859853704513,0.8988774189933911,0.9138636363636363
0.05454545454545455,0.9166666666666666,0.15,0.9175386106730167,0.835582879070241,0.8988614391224248,0.9138636363636363
0.05454545454545455,0.9444444444444444,0.05,0.9202036350126759,0.8380722022342948,0.8990220898587913,0.9138235294117647
0.05454545454545455,0.9444444444444444,0.061111111111111116,0.9199203957108765,0.8378033739127955,0.8990066646844701,0.9138235294117647
0.05454545454545455,0.9444444444444444,0.07222222222222222,0.9196371564090768,0.8375345455912961,0.8989912300085416,0.9138235294117647
0.05454545454545455,0.9444444444444444,0.08333333333333333,0.9193539171072773,0.8372657172697968,0.8989757858222238,0.9138235294117647
0.05454545454545455,0.9444444444444444,0.09444444444444444,0.9190706778054778,0.8369968889482975,0.8989603321167241,0.9138235294117647
0.05454545454545455,0.9444444444444444,0.10555555555555556,0.9187874385036783,0.8367280606267982,0.8989448688832385,0.9138235294117647
0.05454545454545455,0.9444444444444444,0.11666666666666665,0.9185041992018786,0.8364592323052988,0.8989293961129531,0.9138235294117647
0.05454545454545455,0.9444444444444444,0.12777777777777777,0.9182209599000792,0.8361904039837995,0.8989139137970421,0.9138235294117647
0.05454545454545455,0.9444444444444444,0.1388888888888889,0.9179377205982797,0.8359215756623003,0.8988984219266696,0.9138235294117647
0.05454545454545455,0.9444444444444444,0.15,0.9176544812964801,0.835652747340801,0.8988829204929885,0.9138235294117647
0.05454545454545455,0.9722222222222222,0.05,0.9202400514943357,0.8380689507495801,0.8990391650868818,0.9137857142857142
0.05454545454545455,0.9722222222222222,0.061111111111111116,0.9199649047440164,0.8378078032372664,0.8990241864637203,0.9137857142857142
0.05454545454545455,0.9722222222222222,0.07222222222222222,0.9196897579936968,0.8375466557249528,0.8990091988781462,0.9137857142857142
0.05454545454545455,0.9722222222222222,0.08333333333333333,0.9194146112433772,0.8372855082126393,0.8989942023221134,0.9137857142857142
0.05454545454545455,0.9722222222222222,0.09444444444444444,0.9191394644930577,0.8370243607003256,0.8989791967875657,0.9137857142857142
0.05454545454545455,0.9722222222222222,0.10555555555555556,0.9188643177427381,0.836763213188012,0.8989641822664376,0.9137857142857142
0.05454545454545455,0.9722222222222222,0.11666666666666665,0.9185891709924185,0.8365020656756984,0.8989491587506538,0.9137857142857142
0.05454545454545455,0.9722222222222222,0.12777777777777777,0.9183140242420991,0.8362409181633847,0.898934126232129,0.9137857142857142
0.05454545454545455,0.9722222222222222,0.1388888888888889,0.9180388774917795,0.8359797706510711,0.8989190847027689,0.9137857142857142
0.05454545454545455,0.9722222222222222,0.15,0.9177637307414599,0.8357186231387576,0.898904034154469,0.9137857142857142
0.05454545454545455,1.0,0.05,0.9202744448381257,0.8380658799029048,0.899056128901242,0.91375
0.05454545454545455,1.0,0.061111111111111116,0.920006941053093,0.8378119864881555,0.8990415719487738,0.91375
0.05454545454545455,1.0,0.07222222222222222,0.9197394372680601,0.8375580930734061,0.8990270065286032,0.91375
0.05454545454545455,1.0,0.08333333333333333,0.919471933483027,0.8373041996586568,0.8990124326333401,0.91375
0.05454545454545455,1.0,0.09444444444444444,0.9192044296979942,0.8370503062439074,0.8989978502555847,0.91375
0.05454545454545455,1.0,0.10555555555555556,0.9189369259129613,0.8367964128291581,0.8989832593879294,0.91375
0.05454545454545455,1.0,0.11666666666666665,0.9186694221279285,0.8365425194144087,0.8989686600229576,0.91375
0.05454545454545455,1.0,0.12777777777777777,0.9184019183428955,0.8362886259996594,0.8989540521532449,0.91375
0.05454545454545455,1.0,0.1388888888888889,0.9181344145578626,0.83603473258491,0.8989394357713569,0.91375
0.05454545454545455,1.0,0.15,0.9178669107728297,0.8357808391701607,0.8989248108698513,0.91375
0.0590909090909091,0.75,0.05,0.9135068706073253,0.8320591165723774,0.8985481952204691,0.9141666666666667
0.0590909090909091,0.75,0.061111111111111116,0.9131245394596249,0.8316962416198272,0.8985270239683867,0.9141666666666667
0.0590909090909091,0.75,0.07222222222222222,0.9127422083119249,0.8313333666672766,0.898505834979797,0.9141666666666667
0.0590909090909091,0.75,0.08333333333333333,0.9123598771642248,0.8309704917147263,0.8984846282324032,0.9141666666666667
0.0590909090909091,0.75,0.09444444444444444,0.9119775460165246,0.8306076167621759,0.8984634037038699,0.9141666666666667
0.0590909090909091,0.75,0.10555555555555556,0.9115952148688246,0.8302447418096253,0.8984421613718235,0.9141666666666667
0.0590909090909091,0.75,0.11666666666666665,0.9112128837211243,0.829881866857075,0.8984209012138552,0.9141666666666667
0.0590909090909091,0.75,0.12777777777777777,0.9108305525734242,0.8295189919045245,0.898399623207516,0.9141666666666667
0.0590909090909091,0.75,0.1388888888888889,0.910448221425724,0.8291561169519741,0.8983783273303209,0.9141666666666667
0.0590909090909091,0.75,0.15,0.9100658902780238,0.8287932419994238,0.8983570135597462,0.9141666666666667
0.0590909090909091,0.7777777777777778,0.05,0.9135683166846341,0.8320579119516565,0.8985667989915416,0.9141071428571428
0.0590909090909091,0.7777777777777778,0.061111111111111116,0.9131996402207805,0.8317079968188398,0.8985463930452321,0.9141071428571428
0.0590909090909091,0.7777777777777778,0.07222222222222222,0.9128309637569267,0.8313580816860233,0.8985259706157132,0.9141071428571428
0.0590909090909091,0.7777777777777778,0.08333333333333333,0.912462287293073,0.831008166553207,0.8985055316830046,0.9141071428571428
0.0590909090909091,0.7777777777777778,0.09444444444444444,0.9120936108292192,0.8306582514203904,0.898485076227094,0.9141071428571428
0.0590909090909091,0.7777777777777778,0.10555555555555556,0.9117249343653656,0.8303083362875738,0.8984646042279368,0.9141071428571428
0.0590909090909091,0.7777777777777778,0.11666666666666665,0.9113562579015119,0.8299584211547574,0.8984441156654565,0.9141071428571428
0.0590909090909091,0.7777777777777778,0.12777777777777777,0.9109875814376581,0.8296085060219409,0.898423610519543,0.9141071428571428
0.0590909090909091,0.7777777777777778,0.1388888888888889,0.9106189049738044,0.8292585908891245,0.8984030887700545,0.9141071428571428
0.0590909090909091,0.7777777777777778,0.15,0.9102502285099506,0.8289086757563078,0.898382550396816,0.9141071428571428
0.0590909090909091,0.8055555555555556,0.05,0.9136255251014391,0.8320567904082264,0.8985851659047305,0.914051724137931
0.0590909090909091,0.8055555555555556,0.061111111111111116,0.9132695616190974,0.8317189413144727,0.8985654722790216,0.914051724137931
0.0590909090909091,0.8055555555555556,0.07222222222222222,0.912913598136756,0.8313810922207189,0.8985457632954263,0.914051724137931
0.0590909090909091,0.8055555555555556,0.08333333333333333,0.9125576346544143,0.8310432431269649,0.8985260389359729,0.914051724137931
0.0590909090909091,0.8055555555555556,0.09444444444444444,0.9122016711720731,0.8307053940332111,0.8985062991826607,0.914051724137931
0.0590909090909091,0.8055555555555556,0.10555555555555556,0.9118457076897315,0.8303675449394573,0.8984865440174622,0.914051724137931
0.0590909090909091,0.8055555555555556,0.11666666666666665,0.9114897442073899,0.8300296958457035,0.8984667734223207,0.914051724137931
0.0590909090909091,0.8055555555555556,0.12777777777777777,0.9111337807250485,0.8296918467519497,0.8984469873791516,0.914051724137931
0.0590909090909091,0.8055555555555556,0.1388888888888889,0.9107778172427069,0.8293539976581957,0.898427185869842,0.914051724137931
0.0590909090909091,0.8055555555555556,0.15,0.9104218537603652,0.8290161485644418,0.8984073688762508,0.914051724137931
0.0590909090909091,0.8333333333333334,0.05,0.9136789196237903,0.8320557436343586,0.8986033196859662,0.9139999999999999
0.0590909090909091,0.8333333333333334,0.061111111111111116,0.9133348215908602,0.8317291561770632,0.8985842907141193,0.9139999999999999
0.0590909090909091,0.8333333333333334,0.07222222222222222,0.9129907235579302,0.8314025687197679,0.8985652473985739,0.9139999999999999
0.0590909090909091,0.8333333333333334,0.08333333333333333,0.912646625525,0.8310759812624724,0.8985461897231058,0.9139999999999999
0.0590909090909091,0.8333333333333334,0.09444444444444444,0.9123025274920699,0.830749393805177,0.8985271176714668,0.9139999999999999
0.0590909090909091,0.8333333333333334,0.10555555555555556,0.9119584294591396,0.8304228063478816,0.8985080312273834,0.9139999999999999
0.0590909090909091,0.8333333333333334,0.11666666666666665,0.9116143314262095,0.8300962188905863,0.8984889303745581,0.9139999999999999
